DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2009-0511-MYS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,MYS,Malaysia,South-eastern Asia,Asia,"Kedah, Terengganu, Kelantan, Perak provinces",Heavy rain,,No,No,No,,14490,Km2,5.74,100.96,"Sungai Kepala Batas, Sungai Pantai Johor rivers",2009,11,23,2009,11,26,,,1793,,1793,,,,,,,73.30717672,"[{""adm1_code"":1892,""adm1_name"":""Kedah""},{""adm1_code"":1893,""adm1_name"":""Kelantan""},{""adm1_code"":1898,""adm1_name"":""Perak""},{""adm1_code"":1904,""adm1_name"":""Terengganu""}]",2009-11-26,2023-09-25
2009-0512-BRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Tres Rios, Tangua, Belford Roxo, Duque de Caxias, Valenca, Nova Iguacu, Natividade districts (Rio de Janeiro province)",Torrential rain,"Slide (land, mud, snow, rock)",No,No,Yes,,47900,Km2,-22.54,-43.12,,2009,11,12,2009,11,13,3,,,200,200,,,,,,,73.30717672,"[{""adm2_code"":9903,""adm2_name"":""Belford Roxo""},{""adm2_code"":9919,""adm2_name"":""Duque De Caxias""},{""adm2_code"":9939,""adm2_name"":""Natividade""},{""adm2_code"":9943,""adm2_name"":""Nova Iguacu""},{""adm2_code"":9978,""adm2_name"":""Tangua""},{""adm2_code"":9981,""adm2_name"":""Tres Rios""},{""adm2_code"":9982,""adm2_name"":""Valenca""}]",2009-12-04,2023-09-25
2009-0513-THA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,THA,Thailand,South-eastern Asia,Asia,"Songkhla, Narathiwat, Pattani, Yala, Chumphon, Surat Thani, Nakhon Si Thammarat, Phatthalung provinces",Monsoonal rain,,No,No,No,,35580,Km2,18.48,-91.05,,2009,11,7,2009,11,8,15,,200000,,200000,,,,,,,73.30717672,"[{""adm1_code"":2862,""adm1_name"":""Chumphon""},{""adm1_code"":2880,""adm1_name"":""Nakhon Si Thammarat""},{""adm1_code"":2882,""adm1_name"":""Narathiwat""},{""adm1_code"":2887,""adm1_name"":""Pattani""},{""adm1_code"":2890,""adm1_name"":""Phatthalung""},{""adm1_code"":2913,""adm1_name"":""Songkhla""},{""adm1_code"":2916,""adm1_name"":""Surat Thani""},{""adm1_code"":2925,""adm1_name"":""Yala""}]",2009-11-23,2023-09-25
2009-0515-MEX,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,MEX,Mexico,Latin America and the Caribbean,Americas,Tabasco province,"Heavy rain, cold front",,No,No,Yes,,44320,Km2,18.48,-91.05,,2009,11,1,2009,11,12,,,107670,,107670,,,,,,,73.30717672,"[{""adm1_code"":2054,""adm1_name"":""Tabasco""}]",2009-12-16,2023-09-25
2009-0522-SAU,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000251,,SAU,Saudi Arabia,Western Asia,Asia,"Jeddah, Mecca cities (Makkah province)",Torrential rain,,No,No,No,,114600,Km2,40.23,21.24,,2009,11,24,2009,11,26,161,,,10000,10000,,,,,900000,1227711,73.30717672,"[{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2010-03-10,2023-09-25
2009-0531-BRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000248,,BRA,Brazil,Latin America and the Caribbean,Americas,Rio Grande do Sul province,Torrential rain,,No,No,No,,,Km2,56.4778,31.26,,2009,11,21,2009,11,30,11,,10000,,10000,,,,,50000,68206,73.30717672,"[{""adm1_code"":685,""adm1_name"":""Rio Grande Do Sul""}]",2014-10-15,2023-09-25
2009-0531-URY,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000248,,URY,Uruguay,Latin America and the Caribbean,Americas,"Artigas, Cerro Largo, Paysandu, Salto, Treinta Y Tres provinces",Heavy rains,,No,No,No,,43490,Km2,-31.26,-56.48,,2009,11,21,2009,11,30,1,,4000,,4000,,,,,,,73.30717672,"[{""adm1_code"":3265,""adm1_name"":""Artigas""},{""adm1_code"":3267,""adm1_name"":""Cerro Largo""},{""adm1_code"":3275,""adm1_name"":""Paysandu""},{""adm1_code"":3279,""adm1_name"":""Salto""},{""adm1_code"":3283,""adm1_name"":""Treinta Y Tres""}]",2009-12-15,2023-09-25
2009-0547-MWI,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2009-000257|USGS:usp000h4v7,,MWI,Malawi,Sub-Saharan Africa,Africa,Karonga district (Northern Region province),,,Yes,No,No,,5.9,Richter,-9.948,33.878,,2009,12,8,2009,12,8,1,15,,15000,15015,,,,,,,73.30717672,"[{""adm2_code"":19317,""adm2_name"":""Karonga""}]",2014-05-06,2023-09-25
2009-0551-LKA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2009-000260,,LKA,Sri Lanka,Southern Asia,Asia,"Batticaloa, Ampara districts (Eastern province)",Torrential rain,,No,No,No,,15650,Km2,8.02,81.27,,2009,12,14,2009,12,16,3,,300000,,300000,,,,,,,73.30717672,"[{""adm2_code"":25832,""adm2_name"":""Ampara""},{""adm2_code"":25833,""adm2_name"":""Batticaloa""}]",2010-01-04,2023-09-25
2009-0573-MWI,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000h56x,,MWI,Malawi,Sub-Saharan Africa,Africa,Karonga district (Northern Region province),,,Yes,No,Yes,551,6,Richter,-10.108,33.818,,2009,12,20,2009,12,20,3,171,,5550,5721,,,,,,,73.30717672,"[{""adm2_code"":19317,""adm2_name"":""Karonga""}]",2014-05-06,2023-09-25
2009-0574-PHL,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Mayon,PHL,Philippines,South-eastern Asia,Asia,"Camalig, Daraga, Legaspi city, Tabaco, Malilipot, Santo Domingo, Ligao, Guinobatan areas (Albay district, Region V (Bicol region) province)",,Earthquake,Yes,No,No,50,,,13.257,123.685,,2009,12,14,2009,12,20,,,47137,,47137,,,,,,,73.30717672,"[{""adm2_code"":24240,""adm2_name"":""Albay""}]",2014-07-28,2023-09-25
2009-0589-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,New South Wales province,Tropical cyclone Laurence,,No,No,Yes,,149300,Km2,-31.17,151.75,Castlereagh,2009,12,25,2009,12,28,,,200,,200,,,,,,,73.30717672,"[{""adm1_code"":470,""adm1_name"":""New South Wales""}]",2010-01-04,2023-09-25
2009-0590-MAR,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2009-000265,,MAR,Morocco,Northern Africa,Africa,"Rabat town (Rabat district, Rabat - Salé - Zemmour - Zare), Agadir town (Agadir - Ida Ou Tanane district, Souss - Massa - Draâ province)",Torrential rain,,No,No,No,,157500,Km2,31.81,-6.78,,2009,12,25,2009,12,26,5,20,7500,,7520,,,,,,,73.30717672,"[{""adm2_code"":21812,""adm2_name"":""Rabat""},{""adm2_code"":147356,""adm2_name"":""Agadir-Ida ou Tanane""}]",2010-01-08,2023-09-25
2009-0591-TZA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000264,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Kongwa, Pandambili areas (Kongwa district, Dodoma province), Mpwapwa area (Mpwapwa district, Dodoma province), Kilosa kwa Mpepo area (Ulanga district, Morogoro province), Mtunani area (Kisarawe district, Pwani province), Liwanga area (Tunduru district, Ruvuma province), Kilwa district (Lindi province), Shinyanga, Mwanza, Mara, Arusha provinces",Heavy rains,,Yes,No,No,166,167300,Km2,-6.8,36.02,Mkondoa river,2009,12,25,2010,1,10,18,,50000,,50000,,,,,,,73.30717672,"[{""adm1_code"":48357,""adm1_name"":""Arusha""},{""adm1_code"":48366,""adm1_name"":""Mara""},{""adm1_code"":115006,""adm1_name"":""Mwanza""},{""adm1_code"":115009,""adm1_name"":""Shinyanga""},{""adm2_code"":48394,""adm2_name"":""Kongwa""},{""adm2_code"":48395,""adm2_name"":""Mpwapwa""},{""adm2_code"":48419,""adm2_name"":""Kilwa""},{""adm2_code"":48448,""adm2_name"":""Ulanga""},{""adm2_code"":115056,""adm2_name"":""Kisarawe""},{""adm2_code"":48481,""adm2_name"":""Tunduru""}]",2014-05-12,2023-09-25
2009-0600-BRA,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Iiha Grande Island (Angra dos Reis district, Rio de Janeiro province), Juiz de Fora district (Minas Gerais province)",Heavy rains,Flood|Rain,No,No,No,,,,-22.98,-44.07,,2009,12,31,2010,1,28,74,,1000,,1000,,,,,145000,197798,73.30717672,"[{""adm2_code"":8289,""adm2_name"":""Juiz De Fora""},{""adm2_code"":9895,""adm2_name"":""Angra Dos Reis""}]",2011-03-15,2023-09-25
2009-0608-NPL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,NPL,Nepal,Southern Asia,Asia,"Takdoo village (Bagmati district, Central province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,28,85.71,,2009,7,26,2009,7,28,30,,,,,,,,,,,73.30717672,"[{""adm2_code"":22351,""adm2_name"":""Bagmati""}]",2010-03-05,2023-09-25
2009-0610-MYS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000247,,MYS,Malaysia,South-eastern Asia,Asia,"Hulu Terengganu, Besut, Setiu, Dungun, Marang, Kemaman districts (Terengganu province)",Heavy rain,,No,No,No,,9062,Km2,4.99,102.36,,2009,11,20,2009,11,27,,,9082,,9082,,,,,,,73.30717672,"[{""adm2_code"":37463,""adm2_name"":""Besut""},{""adm2_code"":37464,""adm2_name"":""Dungun""},{""adm2_code"":37465,""adm2_name"":""Hulu Terengganu""},{""adm2_code"":37466,""adm2_name"":""Kemaman""},{""adm2_code"":37468,""adm2_name"":""Marang""},{""adm2_code"":37469,""adm2_name"":""Setiu""}]",2010-01-13,2023-09-25
2009-0611-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue provinces",Heavy rain,,No,No,No,,47600,Km2,15.19,108.02,,2009,9,25,2009,9,28,17,,40000,,40000,,,,,,,73.30717672,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2010-01-13,2023-09-25
2009-0612-LAO,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000155,,LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,"Xebangfay, Nongbok, Mahaxay districts (Khammouan province)",Heavy rain,,No,No,No,,24950,Km2,17.83,104.79,,2009,8,10,2009,8,11,10,,,,,,,,,,,73.30717672,"[{""adm2_code"":18666,""adm2_name"":""Mahaxay""},{""adm2_code"":18668,""adm2_name"":""Nongbok""},{""adm2_code"":18670,""adm2_name"":""Xebangfay""}]",2010-01-13,2023-09-25
2009-0613-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Panzhihua city (Panzhihua district, Sichuan Sheng province), Guizhou Sheng, Jiangxi Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,201100,Km2,30.86,101.18,,2009,7,26,2009,8,4,20,38,,,38,,,,,33000,45016,73.30717672,"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm2_code"":13257,""adm2_name"":""Panzhihua""}]",2010-03-05,2023-09-25
2009-0614-MEX,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000135,,MEX,Mexico,Latin America and the Caribbean,Americas,"Chiquihuitlan de Benito Juarez, Cuyamecalco Villa de Zaragoza, San Andres Teotilalpam, San Juan Bautista Tlacoatzintepec, San Pedro Teutila, Santa Maria Tlalixtac area (Cuicatlan district, Oaxaca province), San Bartolome Ayautla, San Juan Coatzospam, Teotitlan de Flores Magan areas (Teotitlan district, Oaxaca province), San Felipe Jalapa de Diaz, San Felipe Usila, San Lucas Ojitlan, San Pedro Ixcatlan areas (Tuxtepec district, Oaxaca province)",Heavy rain,,No,No,Yes,,51610,Km2,16.45,-96.97,,2009,7,14,2009,7,16,11,,,,,,,,,,,73.30717672,"[{""adm2_code"":20551,""adm2_name"":""Dist. Cuicatlan""},{""adm2_code"":20569,""adm2_name"":""Dist. Teotitlan""},{""adm2_code"":20573,""adm2_name"":""Dist. Tuxtepec""}]",2010-01-13,2023-09-25
2009-0660-PER,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000261,,PER,Peru,Latin America and the Caribbean,Americas,"Lima district (Lima province), Maranon district (Huanucco province), Anta, Acomayo, Calca, Canas, Canchis, Chumbivililcas, Cusco, Paruro, Paucartambo, Quispicanchi, Urubamba districts (Cusco province), Acobamba, Angaraes, Castrovirreyna, Huancavelica districts (Huancavelica province), Abancay, Andahuaylas, Aymaraes, Cotabambas, Chincheros districts (Apurimac province), Melgar, Huancane, Azangaro, San Roman districts (Puno province), Concepcion, Huancayo, Jauja, Satipo districts (Junin province), Huanta district (Ayacucho province)",Torrential rain,"Slide (land, mud, snow, rock)",No,No,Yes,,135300,Km2,-12.99,-72.94,,2009,12,,2010,3,,158,422,235886,,236308,,,,,,,73.30717672,"[{""adm2_code"":24032,""adm2_name"":""Abancay""},{""adm2_code"":24033,""adm2_name"":""Andahuaylas""},{""adm2_code"":24035,""adm2_name"":""Aymaraes""},{""adm2_code"":24036,""adm2_name"":""Chincheros""},{""adm2_code"":24037,""adm2_name"":""Cotabambas""},{""adm2_code"":24051,""adm2_name"":""Huanta""},{""adm2_code"":24072,""adm2_name"":""Acomayo""},{""adm2_code"":24073,""adm2_name"":""Anta""},{""adm2_code"":24074,""adm2_name"":""Calca""},{""adm2_code"":24075,""adm2_name"":""Canas""},{""adm2_code"":24076,""adm2_name"":""Canchis""},{""adm2_code"":24077,""adm2_name"":""Chumbivilcas""},{""adm2_code"":24078,""adm2_name"":""Cusco""},{""adm2_code"":24081,""adm2_name"":""Paruro""},{""adm2_code"":24082,""adm2_name"":""Paucartambo""},{""adm2_code"":24083,""adm2_name"":""Quispicanchi""},{""adm2_code"":24084,""adm2_name"":""Urubamba""},{""adm2_code"":24085,""adm2_name"":""Acobamba""},{""adm2_code"":24086,""adm2_name"":""Angaraes""},{""adm2_code"":24087,""adm2_name"":""Castrovirreyna""},{""adm2_code"":24089,""adm2_name"":""Huancavelica""},{""adm2_code"":24099,""adm2_name"":""Marañón""},{""adm2_code"":24110,""adm2_name"":""Concepción""},{""adm2_code"":24111,""adm2_name"":""Huancayo""},{""adm2_code"":24112,""adm2_name"":""Jauja""},{""adm2_code"":24114,""adm2_name"":""Satipo""},{""adm2_code"":91841,""adm2_name"":""Lima""},{""adm2_code"":24165,""adm2_name"":""Azángaro""},{""adm2_code"":24169,""adm2_name"":""Huancane""},{""adm2_code"":24171,""adm2_name"":""Melgar""},{""adm2_code"":24175,""adm2_name"":""San Román""}]",2010-10-04,2023-09-25
2010-0002-TJK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2010-000001,,TJK,Tajikistan,Central Asia,Asia,"Uskrogh, Rogh, Payshanbeobod, Gishkhun, Dashtirogh, Rokharv, Punichuguni Jamak villages (Vanchskiy district, Badakhshoni province)",,,No,No,No,,5.4,Richter,38.245,71.467,,2010,1,2,2010,1,2,,,6706,1134,7840,,,,,1500,2013,74.50944408,"[{""adm2_code"":37581,""adm2_name"":""Vanchskiy""}]",2010-02-03,2023-09-25
2010-0003-SLB,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000h5np,,SLB,Solomon Islands,Melanesia,Oceania,Administrative unit not available,,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",Yes,No,No,131,7.1,Richter,-8.783,157.354,,2010,1,3,2010,1,3,,1,1125,,1126,,,,,,,74.50944408,"[{""adm2_code"":25652,""adm2_name"":""Administrative unit not available""}]",2014-05-12,2023-09-25
2010-0017-HTI,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2010-000009,,HTI,Haiti,Latin America and the Caribbean,Americas,"Port-au-prince, Kenscoff municipalities (Port-au-Prince district), Croix-des-Bouquets municipality (Croix-des-Bouquets district), Leogane, Petit-Goave, Grand-Goave municipalities (Leogane) (Ouest province), Jacmel municipality (Jacmel district, Sud Est province), Les Cayes municipality (Cayes district, Sud province), Jeremie municipality (Jeremie district, Grande Anse province), Gonaives municipality (Gonaives district, Artibonite province)",,,Yes,Yes,No,3518530,7,Richter,18.443,-72.571,,2010,1,12,2010,1,12,222570,300000,3400000,,3700000,11500000,15434285,200000,268422,8000000,10736894,74.50944408,"[{""adm2_code"":17168,""adm2_name"":""Gonaives""},{""adm2_code"":17194,""adm2_name"":""Croix-Des-Bouquets""},{""adm2_code"":17197,""adm2_name"":""Leogane""},{""adm2_code"":17198,""adm2_name"":""Port-Au-Prince""},{""adm2_code"":17203,""adm2_name"":""Cayes""},{""adm2_code"":17201,""adm2_name"":""Jacmel""},{""adm2_code"":17177,""adm2_name"":""Jeremie""}]",2014-07-28,2023-09-25
2010-0018-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000h678,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Andimeshk district (Khuzestan province),,,No,No,No,,5,Richter,32.45,48.3,,2010,1,16,2010,1,17,,,750,,750,,,,,,,74.50944408,"[{""adm2_code"":40873,""adm2_name"":""Andimeshk""}]",2010-02-03,2023-09-25
2010-0021-EGY,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000012,,EGY,Egypt,Northern Africa,Africa,"El Arish 1 district (North Sinai province), Ras Sidr, Sharm el-Sheikh, Nuweiba, Taba districts (South Sinai province), Hurghada 1, Hurghada 2 districts (Red Sea province), Aswan province",Heavy rains,,No,No,No,,226100,Km2,28.08,31.09,,2010,1,18,2010,1,19,12,,3500,,3500,,,,,,,74.50944408,"[{""adm1_code"":61512,""adm1_name"":""Aswan""},{""adm2_code"":65913,""adm2_name"":""El Arish 1""},{""adm2_code"":65985,""adm2_name"":""Hurghada 1""},{""adm2_code"":65987,""adm2_name"":""Hurghada 2""},{""adm2_code"":66032,""adm2_name"":""Nuweiba""},{""adm2_code"":66035,""adm2_name"":""Ras Sidr""},{""adm2_code"":66041,""adm2_name"":""Sharm el-Sheikh""},{""adm2_code"":66042,""adm2_name"":""Taba""}]",2010-02-04,2023-09-25
2010-0023-BOL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000008,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Beni, Chuquisaca, Cochabamba, La Paz and Santa Cruz provinces","El Nino, Heavy rains",,No,No,Yes,2559,102200,Km2,-17.83,-63.6,,2010,1,1,2010,1,13,26,,227860,,227860,,,,,,,74.50944408,"[{""adm1_code"":40443,""adm1_name"":""Beni""},{""adm1_code"":40444,""adm1_name"":""Chuquisaca""},{""adm1_code"":40445,""adm1_name"":""Cochabamba""},{""adm1_code"":40446,""adm1_name"":""La Paz""},{""adm1_code"":40449,""adm1_name"":""Santa Cruz""}]",2010-08-30,2023-09-25
2010-0027-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000h5we,,USA,United States of America,Northern America,Americas,"Ferndale, Eureka cities (Humboldt district, California province)",,,No,No,No,,6.5,Richter,40.652,-124.6925,,2010,1,10,2010,1,10,,30,600,,630,,,,,12500,16776,74.50944408,"[{""adm2_code"":28876,""adm2_name"":""Humboldt""}]",2011-01-06,2023-09-25
2010-0028-PAN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PAN,Panama,Latin America and the Caribbean,Americas,"Bocas del Toro, Chiriqui, Vergaguas, Colon provinces",Heavy rains,,No,No,No,,23340,Km2,9.11,-82.64,Sixaola river,2010,1,11,2010,1,13,,,1000,,1000,,,,,,,74.50944408,"[{""adm1_code"":2283,""adm1_name"":""Colón""},{""adm1_code"":93668,""adm1_name"":""Bocas del Toro""},{""adm1_code"":93669,""adm1_name"":""Chiriquí""},{""adm1_code"":93673,""adm1_name"":""Veraguas""}]",2010-02-04,2023-09-25
2010-0058-MEX,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,MEX,Mexico,Latin America and the Caribbean,Americas,"Distrito Federal, Mexico city, Michoacan provinces",Heavy rain,"Cold wave|Slide (land, mud, snow, rock)",No,No,No,,122621,Km2,19.94,-99,,2010,1,26,2010,2,13,41,,20000,,20000,,,,,16000,21474,74.50944408,"[{""adm1_code"":2036,""adm1_name"":""Distrito Federal""},{""adm1_code"":2042,""adm1_name"":""Mexico""},{""adm1_code"":2043,""adm1_name"":""Michoacan""}]",2011-03-15,2023-09-25
2010-0064-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000h6t0,,CHN,China,Eastern Asia,Asia,"Moxizhen village (Suining district, Sichuan Sheng province)",,,No,No,No,,5.1,Richter,30.268,105.668,,2010,1,30,2010,1,30,1,15,10000,500,10515,,,,,4400,5905,74.50944408,"[{""adm2_code"":13262,""adm2_name"":""Suining""}]",2014-03-12,2023-09-25
2010-0065-PER,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000023,,PER,Peru,Latin America and the Caribbean,Americas,"La Esperanza, El Porvenir, Salaverry towns (Trujillo district, La Libertad province)",,,No,No,No,,305800,Km2,-4.68,-78.29,,2010,2,10,2010,2,17,20,,80000,,80000,,,,,,,74.50944408,"[{""adm2_code"":24127,""adm2_name"":""Trujillo""}]",2010-02-19,2023-09-25
2010-0066-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Bega Valley, Eurobodalla, Bombala, Cooma-Monaro, Snowy River, Mid-Western Regional districts (New South Wales province) ",Heavy rains,,No,No,Yes,,311900,Km2,-32.42,149.59,,2010,2,13,2010,2,16,,,,,,,,,,,,74.50944408,"[{""adm2_code"":4952,""adm2_name"":""Bega Valley (A)""},{""adm2_code"":4961,""adm2_name"":""Bombala (A)""},{""adm2_code"":4997,""adm2_name"":""Eurobodalla (A)""},{""adm2_code"":5083,""adm2_name"":""Snowy River (A)""},{""adm2_code"":154622,""adm2_name"":""Cooma-Monaro (A)""},{""adm2_code"":154632,""adm2_name"":""Mid-Western Regional (A)""}]",2011-01-10,2023-09-25
2010-0067-DOM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Padre Granero, Bello Costero, Playa Oeste, Los Dominguez boroughs (Puerto Plata city, Puerto Plata district, Puerto Plata province), Las Flores area (El factor district, Maria Trinidad Sanches province), Urbanizacion General Gregorio Luperon area (Santiago district, Santiago province), Aguas Negras area (Pedernales district, Pedernales province), Los Callejones area (La Vega district, La Vega province), Padre Las Casas district (Azua province)",Torrentail rains,,No,No,No,,2791,Km2,19.63,-70.56,,2010,2,14,2010,2,15,1,,25700,,25700,,,,,,,74.50944408,"[{""adm2_code"":36865,""adm2_name"":""Padre las Casas""},{""adm2_code"":36933,""adm2_name"":""La Vega""},{""adm2_code"":36935,""adm2_name"":""El Factor""},{""adm2_code"":36954,""adm2_name"":""Pedernales""},{""adm2_code"":36965,""adm2_name"":""Puerto Plata""},{""adm2_code"":37011,""adm2_name"":""Santiago""}]",2010-02-23,2023-09-25
2010-0068-PRT,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PRT,Portugal,Southern Europe,Europe,Funchal district (Ilha Da Madera province),Torrential rain,"Rain|Slide (land, mud, snow, rock)",Yes,No,No,50,483,Km2,32.76,-16.97,,2010,2,20,2010,2,21,43,18,600,,618,1440751,1933649,70000,93948,1350000,1811851,74.50944408,"[{""adm2_code"":24789,""adm2_name"":""Funchal""}]",2014-07-28,2023-09-25
2010-0087-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000h7nu,,CHN,China,Eastern Asia,Asia,Kunming district (Yunnan Sheng province),,,No,No,No,,5.2,Richter,25.523,101.903,,2010,2,25,2010,2,25,,11,50000,,50011,,,,,,,74.50944408,"[{""adm2_code"":13303,""adm2_name"":""Kunming""}]",2010-04-07,2023-09-25
2010-0091-CHL,No,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,GLIDE:EQ-2010-000034,,CHL,Chile,Latin America and the Caribbean,Americas,"Biobio province, Libertador Gral. Bernardo O'higgins, Valparaiso, Araucania, Metropolitana Santiago, Maule Provinces",,Tsunami/Tidal wave,Yes,Yes,Yes,68705,8.8,Richter,-36.122,-72.898,,2010,2,27,2010,2,27,562,10334,1861222,800000,2671556,10839000,14547149,8000000,10736894,30000000,40263352,74.50944408,"[{""adm1_code"":884,""adm1_name"":""Araucania""},{""adm1_code"":887,""adm1_name"":""Biobio""},{""adm1_code"":889,""adm1_name"":""Libertador Gral. Bernardo O'Higgins""},{""adm1_code"":892,""adm1_name"":""Maule""},{""adm1_code"":893,""adm1_name"":""Metropolitana""},{""adm1_code"":149630,""adm1_name"":""Valparaiso""}]",2014-07-28,2023-09-25
2010-0092-HTI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000037,,HTI,Haiti,Latin America and the Caribbean,Americas,"Nippes, Sud provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,3836,Km2,18.42,73.77,,2010,2,18,2010,3,2,27,,22085,,22085,,,,,,,74.50944408,"[{""adm1_code"":1416,""adm1_name"":""Sud""},{""adm1_code"":72912,""adm1_name"":""Nippes""}]",2010-03-19,2023-09-25
